image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,predicted_x_px,predicted_y_px,predicted_in_sensor,assigned_in_v3,assigned_source_candidate_index,assigned_raw_x_px,assigned_raw_y_px,nearest_fresh_detector_candidate_distance_px,fresh_detector_candidate_within_v3_assignment_bound,local_mean_darkness_0_to_1
17,0,1524.3894036010108,1060.9956693666109,True,False,,,,13.720428701203632,False,0.7636654661864746
18,0,1524.3578326017298,1077.137454385467,True,False,,,,23.338248695471233,False,0.7674269707883153
19,0,1524.3262572159404,1093.2814821611298,True,False,,,,20.783490916250866,False,0.7654261704681873
20,0,1524.294677442728,1109.4277531610478,True,False,,,,14.774470907693928,False,0.7687074829931972
21,0,1524.2630932811792,1125.5762678528004,True,False,,,,22.93690500639983,False,0.7747899159663866
22,0,1524.2315047303782,1141.7270267040963,True,False,,,,16.506793327206662,False,0.7753501400560224
23,0,1524.1999117894104,1157.8800301827741,True,True,1444,1525.1765129721296,1158.1270109782636,2.802657086432094,True,0.7747098839535814
24,0,1524.1683144573603,1174.0352787568027,True,False,,,,16.283384409291607,False,0.7792717086834734
25,0,1524.136712733313,1190.1927728942815,True,False,,,,32.31985520689031,False,0.7762304921968788
26,0,1524.105106616352,1206.3525130634398,True,False,,,,48.439095029250964,False,0.7767106842737095
27,0,1524.0734961055614,1222.5144997326365,True,False,,,,48.86831304589329,False,0.7858343337334934
28,0,1524.041881200025,1238.6787333703612,True,False,,,,33.84726576935445,False,0.7827130852340937
29,0,1524.0102618988267,1254.8452144452338,True,False,,,,20.631672650873156,False,0.782953181272509
30,0,1523.9786382010486,1271.013943426005,True,False,,,,15.113423519542547,False,0.7819927971188475
31,0,1523.9470101057748,1287.1849207815544,True,False,,,,23.539423419734455,False,0.7798319327731092
32,0,1523.9153776120872,1303.3581469808937,True,False,,,,31.71044800981079,False,0.7761504601840736
33,0,1523.8837407190686,1319.533622493164,True,False,,,,15.610489631273193,False,0.7799119647859144
34,0,1523.852099425801,1335.7113477876374,True,True,1607,1524.2102218979098,1335.7843533461676,2.2626295657090583,True,0.7795118047218887
35,0,1523.8204537313666,1351.8913233337162,True,False,,,,17.031360071974827,False,0.7769507803121248
36,0,1523.7888036348465,1368.0735496009333,True,False,,,,13.948771698325658,False,0.7741496598639456
37,0,1523.7571491353226,1384.2580270589528,True,True,1533,1523.5238907021646,1383.6708922536254,2.381587918193032,True,0.7730292116846739
38,0,1523.725490231876,1400.444756177569,True,False,,,,18.45901856888699,False,0.7677470988395358
39,0,1523.6938269235873,1416.6337374267066,True,False,,,,16.749642705857024,False,0.7737494997999199
40,0,1523.6621592095375,1432.8249712764216,True,False,,,,15.812462839586154,False,0.7733493397358944
41,0,1523.6304870888066,1449.0184581969008,True,False,,,,11.411803019200098,False,0.7754301720688276
42,0,1523.5988105604752,1465.214198658462,True,False,,,,19.012074096612395,False,0.7719087635054022
43,0,1523.5671296236228,1481.4121931315535,True,False,,,,33.06881727546843,False,0.7690276110444177
44,0,1523.5354442773294,1497.6124420867548,True,False,,,,19.08243134238966,False,0.7690276110444177
45,0,1523.5037545206735,1513.8149459947758,True,False,,,,12.634789514559237,False,0.7703881552621048
